	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8
motif_35	-1.1693149125016908	1.9199807649164735	-0.763402191682018	-0.285581847562093	-0.5715842408540555	-1.3072511150178208	-0.66766198542924	0.5790725377076769
motif_36	0.05776065345045653	0.47882306394486057	-0.2485533386073922	-1.8765244167179491	-0.2599857676689352	0.7211089993243469	-1.526920983874441	0.31133961191133996
motif_37	-0.1772546931384783	0.19299442665300623	0.4379094722499995	-0.43284193861180087	-0.16049504959395097	1.1315036668167766	1.474047629544179	0.13392320442345867
motif_38	1.2745150637040488	-0.02061679505447261	0.27177779987378325	-0.04458510937120964	-0.9509480876728044	-0.08414557904992354	0.8752167720013282	-0.042935375528221714
motif_39	1.3375754167593266	0.9969164125777547	0.16617025963489418	1.1856947326527514	-0.5762769984755395	1.3277232850940492	-0.716613072541784	0.3903951487352428
motif_40	0.4215651169424109	0.598974815142012	0.2606231836764864	-0.453561855992971	-0.20736327898702456	0.7651730172213899	1.258442855120333	0.9828521150908317
motif_41	0.9566348072152526	-0.4465520372535646	0.5843282153722974	0.3298412241274197	0.5021305568987162	0.8156942503622192	-0.03081106604874307	-2.3437089689950588
motif_42	0.07370339701574005	-1.8587226517292013	-1.3725630783125937	0.1692912670069033	0.7420890451310829	-0.07916229895913321	0.5967778793239511	0.7347829988907685
motif_43	-0.42346223603250616	0.035237484442505115	1.0291511742117165	0.8884119883628816	-0.9256032698464673	0.5441681534732786	0.04624512022473332	0.08761136192557349
motif_44	0.44548077320859303	-0.7479666005424918	-0.6742210946411827	1.8021711656157557	-0.6512031932272967	-1.586283296230514	1.2385832784909838	1.8242423471504545
motif_45	-1.5036691700679303	1.012782365694713	0.8206399477543393	0.4810173023516403	2.0197011926022483	-0.9288204516784729	-0.4380540582664271	-0.04305883094469241
motif_46	0.8813718773108672	0.0766287483606451	-1.746425275757057	0.5066050015329647	0.02268941827131295	-0.7315551044309898	-0.3941078068307981	1.0709225623703555
motif_47	-0.9080757106391126	-1.3262221274446606	1.330203262917273	-0.4067678710245789	-2.6052182396055934	-0.7142355640420605	-0.010152137415970408	-0.08765735216313884
motif_48	0.09332034586014744	-1.1070428496056752	1.8978987245872239	-0.08410970803165191	0.47740081035246196	0.2401358624701751	2.698234811714398	-1.0592951315458958
motif_49	0.9252933835503085	0.5821940757946188	-1.2035779792622683	-1.6904345440202118	0.4125972284237871	0.5203777502329479	0.766773948023011	1.0159407238631906
motif_50	-0.16558251035097	-1.7197454750876466	-1.6016365951250102	0.7674457809005738	0.3815941155087674	-0.5221897775484747	0.42656602839816515	1.9732560029184187
