	mean
prom_640	1.4884947791938479
prom_641	0.2025860906846601
prom_642	-0.11250885343747138
prom_643	-1.1111368028232802
prom_644	-1.403108419252899
prom_645	0.8857034004695453
prom_646	0.03516367376536849
prom_647	-0.48062456862612696
prom_648	0.9369174390160874
prom_649	0.44808690950862134
prom_650	-0.14013165218794388
prom_651	0.6836281501369919
prom_652	-0.4405821295750712
prom_653	0.6846716044085385
prom_654	0.3505689125092323
prom_655	-0.4560059187984929
prom_656	-0.4180892916410773
prom_657	-0.7603692098121398
prom_658	0.8652165866759637
prom_659	-0.15954049777636395
prom_660	-1.043315348509601
prom_661	0.69000256649924
prom_662	0.453967797617549
prom_663	-0.014488744158922538
prom_664	0.18617041494894046
prom_665	-0.3937804177251575
prom_666	-0.6147579186020516
prom_667	0.8248216275300316
prom_668	-1.1509121248972949
prom_669	-1.56105516031825
prom_670	-1.3620210611571277
prom_671	0.8221161868891503
prom_672	-1.1048236557963556
prom_673	-0.31845267858342824
prom_674	-0.764366442294325
prom_675	-1.0615134922035958
prom_676	-0.21794203126166922
prom_677	-0.1742950934870455
prom_678	1.892929242068212
prom_679	-0.38640316977587297
prom_680	0.20846820189031465
prom_681	1.9612930705654146
prom_682	1.3666185371821675
prom_683	0.5801075716489719
prom_684	0.8636737285908768
prom_685	-0.06144424284514153
prom_686	0.8007651129260305
prom_687	0.24601110017968877
prom_688	-0.8381497487045434
prom_689	1.700922412649267
prom_690	-0.023074736719968313
prom_691	0.5518669946496436
prom_692	-0.5198097455684217
prom_693	-1.2181118014073535
prom_694	-1.7681001092850044
prom_695	-3.297489971088515
prom_696	0.5800387345243209
prom_697	-1.7559055603729377
prom_698	-0.554056204521775
prom_699	-0.028605983551145707
prom_700	-1.5082795840940841
prom_701	-0.5461512991518462
prom_702	0.3426058510843094
prom_703	-0.2708362508567424
prom_704	0.5364836673010178
prom_705	-2.6730976760153866
prom_706	0.5518317121684456
prom_707	0.8185713604141265
prom_708	-1.3686501986728188
prom_709	0.7301380732402798
prom_710	-0.4239261271222464
prom_711	-0.2801806189570758
prom_712	0.5211215191547898
prom_713	-1.5103650183096018
prom_714	0.7883519906612165
prom_715	-0.7523368444476984
prom_716	0.7445671127531258
prom_717	-0.10658474435906805
prom_718	0.24460387822070911
prom_719	-0.8509834284067881
prom_720	-0.06991071368907138
prom_721	-1.1892485396296708
prom_722	-0.7172407651288866
prom_723	-1.4332603154622814
prom_724	-0.1017544721104876
prom_725	-1.0244325813897315
prom_726	2.296298680129288
prom_727	-0.9136899899857834
prom_728	-2.19570195269834
prom_729	1.0667554735316964
prom_730	-0.40814275043273845
prom_731	0.4475450454673445
prom_732	0.015741660786143478
prom_733	-0.8274634120270858
prom_734	-0.6388982312338616
prom_735	-1.121003544236569
prom_736	1.3639497255970117
prom_737	0.6063495887079412
prom_738	-1.3575967761558627
prom_739	0.9248506419750071
prom_740	0.5311039845145348
prom_741	-1.6733630345118153
prom_742	-0.8692968870461614
prom_743	0.3444160120995183
prom_744	0.2254688657147408
prom_745	1.9862153906663904
prom_746	-0.06063057941413362
prom_747	0.886793274287723
prom_748	-0.5420892636152387
prom_749	-0.17289632206169653
prom_750	-0.05367238573666718
prom_751	-0.12210048379614931
prom_752	0.1419941727088492
prom_753	0.021079229482034518
prom_754	-1.687767142641468
prom_755	0.6304714936115826
prom_756	-1.1976617184316247
prom_757	0.7557441430706616
prom_758	0.5786042101561673
prom_759	0.6282554670689507
prom_760	-0.6529670413631732
prom_761	0.22776111204975136
prom_762	0.6602442118796154
prom_763	-0.5866222436675945
prom_764	-1.5280851803311175
prom_765	1.6623116789540995
prom_766	-0.2875981706957366
prom_767	-0.5445559165754656
prom_768	-1.04639726425066
prom_769	-1.2808635387202592
prom_770	-2.725586003623257
prom_771	-1.1240191032778817
prom_772	-1.1318651205066368
prom_773	-0.9193335302573017
prom_774	1.8873425035720586
prom_775	-0.158942639591696
prom_776	-0.4336809294350081
prom_777	0.037389853053255415
prom_778	-0.8082822678464632
prom_779	1.2655098231434847
prom_780	1.2084939862156752
prom_781	-0.7773879033090018
prom_782	0.971100507611168
prom_783	0.7419372270115129
prom_784	2.6349399308457033
prom_785	1.2489548706802418
prom_786	-1.3987478458305456
prom_787	-0.407361917162736
prom_788	0.8082868304609812
prom_789	0.5758278661525558
prom_790	1.2525662056917044
prom_791	-0.13498812635702007
prom_792	0.26216288351567396
prom_793	1.4735639628828838
prom_794	0.6036363304331229
prom_795	-0.020119027628805145
prom_796	2.39674228165167
prom_797	-0.06641743294667132
prom_798	0.1787915694390376
prom_799	-0.8420076627358835
prom_800	0.28494802420216686
prom_801	-1.7070419871277243
prom_802	1.5557028794260368
prom_803	-2.195735141473851
prom_804	0.8863552950660735
prom_805	-0.8378100697419386
prom_806	0.36538630012127393
prom_807	1.5182831530112317
prom_808	0.012398002062761598
prom_809	0.5039729628066589
prom_810	-0.6376583404069653
prom_811	-0.30723134614557535
prom_812	1.2193818123690476
prom_813	-0.7328584514806952
prom_814	0.8783187359462178
prom_815	0.19283704612907424
prom_816	-0.4013638063798201
prom_817	0.9576732053295695
prom_818	-0.9476175128111439
prom_819	0.3301241761883098
prom_820	-1.323911096283752
prom_821	-0.25585661758976386
prom_822	-1.2864635591346298
prom_823	0.17850703069109938
prom_824	0.8942181320125049
prom_825	1.00153703781104
prom_826	0.42893747569448876
prom_827	0.22932860380814807
prom_828	-0.46000915606791243
prom_829	-0.386121526595401
prom_830	-0.9566853681991945
prom_831	2.044902420169858
prom_832	-0.10232790842291434
prom_833	-0.15443950792162814
prom_834	0.12256913417724621
prom_835	-0.8366544660153682
prom_836	1.6163551736157442
prom_837	-0.4682151769262469
prom_838	-0.9978345520353544
prom_839	1.7605562273038677
prom_840	1.182167676052925
prom_841	0.6522378642568389
prom_842	-0.4859349402389803
prom_843	1.4328582920551556
prom_844	-0.004857808864093302
prom_845	0.2530048460170912
prom_846	1.1320731310967447
prom_847	0.15548371816887158
prom_848	-0.4760198967080611
prom_849	-2.1735042922928547
prom_850	1.1115371636279288
prom_851	-2.2827763147834106
prom_852	-0.8141063329888342
prom_853	-0.9745928369479764
prom_854	-0.6344197841615637
prom_855	-0.5132168165527036
prom_856	0.34931577750421855
prom_857	-0.45680940521913893
prom_858	-2.9321894626200087
prom_859	-0.16852550532413368
prom_860	-1.356868154834293
prom_861	-0.5882870170969333
prom_862	-1.4579847192555804
prom_863	-0.3136732865984323
prom_864	-0.4657355121265173
prom_865	0.6066634769720751
prom_866	0.2593713207034779
prom_867	0.7755620941460762
prom_868	-1.6368626481908057
prom_869	1.203098032010536
prom_870	-0.6811265409145504
prom_871	0.26350486854939814
prom_872	0.5070365943995642
prom_873	0.6001261278062996
prom_874	-0.2790558759658179
prom_875	-1.538388935779708
prom_876	0.6855005865925516
prom_877	1.1456068211466344
prom_878	1.0751801466362323
prom_879	1.0464059402576718
prom_880	1.526927307535282
prom_881	0.8459984412504464
prom_882	-0.47168800586489124
prom_883	0.6672001135429538
prom_884	-1.1621672239512988
prom_885	-0.1249054045008066
prom_886	0.04076162057089406
prom_887	1.032100467153175
prom_888	-0.37352267876902134
prom_889	-0.2916348862506165
prom_890	-0.6076952475073675
prom_891	0.40599478975436337
prom_892	-1.7888919729012782
prom_893	-2.3211677017251304
prom_894	1.5785460871584862
prom_895	1.1325861122255907
prom_896	0.566961081050086
prom_897	0.27805601140720326
prom_898	-0.6826189496114436
prom_899	-1.5847845980890531
prom_900	0.3341054116204833
prom_901	-1.2035332346333383
prom_902	0.8432998331509622
prom_903	0.16211983904419436
prom_904	-1.4848670172639442
prom_905	0.16145138413751672
prom_906	-1.830404375723279
prom_907	-0.8059442017431157
prom_908	0.8498658774525483
prom_909	-0.7914189068492459
prom_910	-0.37915918635928547
prom_911	-0.7274605991974297
prom_912	-0.6073254962579826
prom_913	0.8799616290120345
prom_914	0.3809045990551749
prom_915	0.43523459842965406
prom_916	-1.5764943882319296
prom_917	-0.2984183219382261
prom_918	-0.784008717585773
prom_919	0.1084131874428163
prom_920	-1.0235725326935605
prom_921	0.9509621090576711
prom_922	2.6509722794225783
prom_923	0.1466029816865137
prom_924	-0.54564523748403
prom_925	0.7998615556396133
prom_926	-1.5924561600593392
prom_927	-0.5061984052525373
prom_928	0.8794526800771914
prom_929	-0.3421477420851209
prom_930	-0.0030078169767614005
prom_931	1.3869629646396422
prom_932	0.2586628797441064
prom_933	0.6018474986260078
prom_934	-0.9141175225161948
prom_935	2.1442289717761054
prom_936	-0.3261270317567131
prom_937	0.500204116770743
prom_938	0.12876350377885343
prom_939	0.00460634451379188
prom_940	-1.170520099373084
prom_941	-0.20492931024502165
prom_942	0.16653580004509866
prom_943	1.4379499663797977
prom_944	0.2348627119723938
prom_945	-0.3552340078945506
prom_946	0.27526969872855434
prom_947	0.24744517426083573
prom_948	-0.01741311856892954
prom_949	0.3351487724566886
prom_950	1.686330540965436
prom_951	0.08763133353648887
prom_952	-1.1817824396172467
prom_953	-0.44609901208276886
prom_954	-0.20667503123344313
prom_955	-0.6275682284459072
prom_956	0.23777549841035975
prom_957	1.0174631919631327
prom_958	-1.8496715920125613
prom_959	-1.0011394461073002
prom_960	-0.38638635046882824
prom_961	0.7109029778625262
prom_962	-1.693783894415805
prom_963	1.0605907311266412
prom_964	1.5726912030094735
prom_965	1.253333480804915
prom_966	0.3212138014006859
prom_967	-1.1997295740172176
prom_968	-0.4172628725354447
prom_969	-0.5512305460720344
prom_970	0.18954626223468266
prom_971	0.9727028003880174
