	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8
prom_20	12.170238691765146	14.97724909639774	3.9282342621873196	4.404208365019234	2.128829279988948	18.19399143538756	10.089557356304637	10.919872364305991
prom_21	7.817958579138913	3.671335410764655	2.196605469091608	7.977174389927664	-1.0549389121573585	8.185078806787269	7.182060533249643	8.074802459391677
prom_22	1.7638773238260248	9.180886448092878	-4.028360014611936	0.5479996228705348	-5.691689879393073	10.023309157504423	4.281034754187695	8.372593897936884
prom_23	8.361461879302578	11.12940067459566	-0.623286544450131	11.545466187732655	4.80851308180924	16.252151040938983	8.895246749090989	12.354684544034823
prom_24	11.40346601657071	12.487887359229092	8.869306114981464	6.514709269809532	2.48252219215766	16.04653966806847	12.634954892149846	11.768402220044692
prom_25	8.415418276275313	12.336110608789172	0.8465914125592846	3.232938410060434	2.51654676504993	11.786187594677518	12.738189541587074	14.2309565360686
prom_26	5.650794131856651	13.038031918380344	2.015408200891361	4.137641549198973	0.48403363065220784	14.681259026579452	8.281267492863487	10.3032062527561
prom_27	12.890520645854133	12.239620166730022	3.4344847851987828	5.579694753496938	-3.452670468898598	16.28508841522628	8.212246035294614	9.147972183772055
prom_28	7.578087111943765	12.447179773259672	2.913517337497531	13.921136963702303	-0.9865389465738561	11.279235659237628	10.891593651844818	10.023805049105974
prom_29	6.666194088704501	6.0607911311231755	-2.5367655793986836	0.01611744987951047	-6.998955717220812	10.741523889925697	5.786782626257185	5.656575409495098
prom_30	5.720031356384428	9.256935209906073	0.35927665380936236	9.546149207684762	-1.3374750610649893	9.877124724406897	1.2411976636644422	8.827986683100224
prom_31	5.661342607089921	11.140626846261732	3.6849186027946694	4.991273537720751	-3.9490904816851278	11.138255904361595	9.109783827725288	5.202966392445115
prom_32	3.387939564607557	3.3033009543369056	-5.124873235106083	-1.2842824264578767	-5.078565241900802	11.331865323185504	2.1460772162271904	6.925084413405383
prom_33	9.40210198230017	5.551119165496163	1.5244961550922191	2.4282147522273188	-0.3549210107804115	16.532988846723452	7.9057341250172115	7.91546094313354
prom_34	8.373381004062505	16.730893700954745	5.097308830496789	8.124844857332024	2.85258358131288	15.286031671637154	11.574271464311458	11.861646058781549
prom_35	6.365347209589151	9.267847860866427	-1.832190208195707	7.294172061646033	0.6372190416085535	10.317802422587842	1.8890932317525257	9.583598109635217
prom_36	6.650900656746567	9.036552014799438	0.005080389392614737	6.375257107625747	-0.819335695833157	8.86608127551597	2.982009368149123	10.996114778887145
prom_37	7.004162520079348	8.059601410323614	3.700204131047766	8.343199039931257	0.2142095663682817	12.235840070602501	7.132998026655017	9.671040289635014
prom_38	13.22792113010548	9.855691325050106	5.415200578079164	6.069664003658	-0.6286588631294276	14.240739693196785	9.916608096237225	13.632899819323898
prom_39	5.123655026171638	3.120853790292347	-0.9733044370618952	6.669672131728072	-4.488674242749964	8.47501210776056	5.450317063253165	9.15601616556722
prom_40	6.189227255464105	9.725305268305705	4.43555501156418	5.666557668209518	-2.5061797344011487	17.203952576871757	9.154258246760637	8.238841194427177
prom_41	9.984692192127172	6.063239591751106	2.4124045630690714	4.5920467365702855	0.19473335010461248	16.777364827530363	6.783561822495907	9.909196743049932
prom_42	6.431829594771777	7.949231424617116	3.4304360805101237	5.771118793619686	-4.326567157872053	13.045030488809404	2.664510342881508	7.9023666175729534
prom_43	11.71196560977193	15.54761495020431	6.913214623061912	8.103898680088168	-0.44711469197490084	14.877435052372029	7.427403736110148	7.923009136066004
prom_44	7.194847219845506	5.049092966684331	1.176815239777615	3.46100474867523	-3.2734046543035005	12.693285450942838	7.831528752021602	6.856685802596068
prom_45	5.607466474988184	8.09491759379675	4.568387870391188	3.6580074859737692	-1.7752217253757772	12.181969918580187	8.614472156897156	10.839518832887489
prom_46	9.19620808122944	12.72419081168081	10.592097492973494	8.74895052317491	3.562687120593411	13.240828648467986	9.268405885199847	9.13601848506066
prom_47	8.488696245578707	7.8851744973771725	2.24685592523089	3.891178477509657	-1.1615401113955994	16.116254428875273	9.697078979399004	9.778952877300073
prom_48	12.606540068001303	10.608514696435885	9.398921170454303	10.424552237007639	-3.1565753205636358	14.005968084846923	8.202801295895837	11.131007736984484
prom_49	11.064037180594493	8.712159816071727	2.9487735708365084	2.831287151410832	-1.8345427109808832	12.277059776209788	12.182914309863738	12.61552650027522
prom_50	11.255733676819817	13.588890027356712	1.0616000498083222	10.00875170615776	0.8239363435246543	14.936918703655138	11.317388329452916	15.721589472979629
prom_51	7.223331642992639	5.541370864357844	2.7080183356660914	2.138209390162768	-1.9381722104536996	16.396270243412335	7.506862728093154	8.294384919370117
prom_52	14.549671788309688	11.218974470085723	3.699098882087724	5.600856624984251	-1.2931789123485888	11.929387957604364	10.690227974512467	14.071448996203369
prom_53	11.115483943600942	14.447107549219032	-0.0802047877048484	7.602396480038529	0.9787282097358406	14.305714943098724	8.851077196697096	17.843377448379794
prom_54	0.9552597819638975	7.485052172469263	-3.6572394477564747	3.6167689962096294	-6.211270102288248	6.196910539573555	1.380994388450373	3.2268542274327316
prom_55	6.080432188399411	13.722949712760842	1.6419190721794432	6.77303194274033	2.7625524791909815	13.247921715849678	8.020162296147772	5.1396328957826665
prom_56	4.552607372217594	5.692933724898527	3.5447297635805093	6.388514194071811	-1.0833990721838893	13.852329945849185	8.689209002123011	9.182770720453231
prom_57	7.815816174618906	10.341384012329998	5.753177790278916	8.121519149066263	-2.3145801742880434	14.825709144412528	8.76091191665838	13.04193172741377
prom_58	7.065983994371789	10.522907205351595	6.578434104353495	4.79186839073868	-5.2411472380541815	12.106722055963907	5.02389827329296	10.72675569806703
prom_59	7.18930762387103	10.134862404502119	3.1360909407199418	4.932261566715809	-6.218913992829018	10.960345270062895	5.08676355886413	12.211270465001562
prom_60	4.653532096881242	9.499660054518035	0.15214096362513363	3.930514954449638	-7.509834422318125	12.942212133213037	6.550530025718008	10.966371570713045
prom_61	2.3580448814771797	8.012681480389505	-1.373851796265	0.6994938704194074	-1.4073449822132167	6.764462387338881	4.386126212499018	5.994054501940257
prom_62	4.93856880046077	11.9158602752687	1.190437963656174	6.5037948963049566	-3.2148593123887803	9.170015864633408	3.8699497915285104	9.742178481414957
prom_63	9.444380498259749	9.747434037829816	0.7868528499299573	6.890093013064744	1.9379635156254094	13.032447958398857	10.402402653359065	13.532512837882274
prom_64	10.354724051176628	9.66899298067446	4.60968637544126	1.6016808481028577	0.30075710852507576	14.699505782351972	5.655926167159351	10.127554173686411
prom_65	3.4476131207981897	7.058252350747006	-4.209717212299738	3.2307201114603057	-7.48198108327533	13.52839373696697	-1.7532534278101253	10.180551516304451
prom_66	6.46472868455211	12.08155761111784	1.8558221636846286	7.585710402257404	-3.027966010893717	10.383389627695042	6.19408995178983	13.014983187205114
prom_67	8.194489639634567	9.628928794583441	0.4255916655365106	2.6139587881044686	-1.1022429791027988	12.445614830269065	7.819748436547541	10.750532235199664
prom_68	11.693819766456766	12.469689102563263	5.011364682186675	6.937261889187215	5.77651090152896	21.245716085773203	11.637893937105742	14.305827484382673
prom_69	10.54079192972749	10.860412492306262	0.6956385144786246	2.5197039945032804	-3.453894677962748	13.491693453970097	9.39780254491866	6.468177627457113
prom_70	7.40817891253884	7.705371408178057	4.797232105947796	7.46191367010364	-0.8805049753646147	10.642532428406561	10.423403263598297	10.99598607870986
prom_71	5.548556876149286	7.292029182551351	0.2921439264876069	3.8439943156247756	-2.281268822552486	11.537480215448898	5.373126782588837	11.953094227917315
prom_72	7.472259986068685	3.0220260815463447	-4.564557310315901	3.1484602969551845	-7.39304281866596	6.939738976829809	8.19536692608766	7.113871334020364
prom_73	8.422463256115899	11.695540899979603	1.0273764162287444	5.532811758169327	0.34810560437059135	16.365820309068788	10.867854359982614	13.672391880344199
prom_74	7.384415986886262	11.500105417627093	4.207148947559072	6.189454910496791	-0.9833745687952034	14.137754010617375	8.713674749500324	11.670067444236349
prom_75	5.649832815125177	8.294931724007716	4.5226691023171615	7.2695393868002975	-1.7575139477773827	10.992585781372652	7.56598568513727	12.10836193732523
prom_76	1.3011560704413252	6.384344940639521	-5.034416751141183	1.2869323681278582	-3.805241990151837	7.520002275793	4.343341874450401	4.812876677952055
prom_77	9.175471625825722	7.6769020458538515	-0.514880829757629	1.8036600996273822	1.7227843348646485	12.883157388989487	12.441086531347773	10.950197267438524
prom_78	6.928117626982573	8.11047605490612	1.337876381341779	5.257417940019978	-2.0020689470028863	13.787015487448926	6.650447386714397	6.656108076650786
prom_79	7.599911179128269	8.346217040343927	6.046248880720688	8.669363133154635	0.45330853625907985	9.02690496343342	10.583993786022495	11.369634706553896
prom_80	12.25344462187968	8.785218065469603	3.7840854063140115	8.29690262364928	1.5688804430904901	14.561493841918136	9.77447426889764	5.396491505699166
prom_81	4.173655398758715	12.42539344274766	6.140798413191976	3.2288090394361566	-4.892397678922241	13.754340518517232	5.214944632408826	7.749822455054336
prom_82	5.4071283869522535	8.041030249080489	-0.4951170936605668	4.89036335628699	-4.475706348610642	9.36645351769561	7.353011751286456	8.758353810642198
prom_83	5.610091680957344	4.907836232277802	-1.5612992226375044	3.7061306928908975	-4.33669964164845	9.34136834856315	5.871956719427701	8.10618641115251
prom_84	7.488097345134868	8.825269029630086	2.571160236432105	11.395878107232763	1.9646728787785637	14.772651411156113	12.188440030362509	14.494912053245748
prom_85	6.246768041194973	5.638414753870179	2.195426885568165	3.7187056370780973	-3.954131341197911	14.363961232263046	5.6141334406873	6.7522095478874835
prom_86	10.811800807618926	13.135573040699775	2.6373895436392285	6.536786685378777	-1.1054480389653896	16.400326306166217	10.998075835960226	14.400163414783457
prom_87	8.962363539857055	12.907285273208398	6.277883626142361	7.36858039495775	2.992464827118962	18.420096790035828	8.774219413247977	13.824561401532767
prom_88	2.8257464309817513	7.513122552236607	0.7931356581440565	2.3135349161749037	0.6925148096548124	10.534570532694827	5.873081408394966	9.845071558821255
prom_89	5.039815409772149	9.136779064092886	-2.8143605904754954	1.0813185752327272	-5.800778605379547	8.623911634646273	0.21222797639439805	7.467386252992838
prom_90	3.1788567846038367	8.20176492986945	-0.19721343005064673	5.417573740289991	-3.165135818889053	13.353924078919075	6.374693005642484	8.103495606770379
prom_91	8.244048361042953	10.288001773859452	-0.38321437438983685	8.564934344269467	-2.4195697654418296	13.594877106578146	7.472015308088561	8.998143411216352
prom_92	8.475316034185186	11.225814820969193	1.9033253808632766	5.926541642493043	-3.609355952506528	13.689818272108601	11.703368401857288	14.1827471292753
prom_93	8.55745618370026	13.168018644108697	2.17764280486449	9.439824840218058	0.6255862234265852	11.07159585028754	9.473914000677246	14.959206974171204
prom_94	6.340660955511356	12.144323695522758	-2.36844656802275	4.668414340615932	-0.4564616031259122	11.761394052988361	7.140680045831717	12.791725318759648
prom_95	8.392022674021993	11.176415927139004	6.077689486884404	10.049690155855249	0.43699873907992015	11.297309062179766	11.689187364271735	12.039511078219235
prom_96	7.254874534196424	9.382468897782566	-1.4493145527440336	2.360344638216778	-1.144256471029243	11.216076992871933	5.24838461597918	8.606651163540704
prom_97	6.596339274148334	7.525541055685619	-1.7429530513380955	3.9382799678395233	2.0630967444666983	13.15716634371901	10.698892909423325	6.134187354449738
prom_98	8.603559030154692	11.554014588004945	3.6146800461173636	10.552832442601353	5.743077999131625	12.35741136691583	10.090952121461472	12.879613230815451
prom_99	8.021621030579068	8.017986314427267	2.953401767106465	9.85211768827033	2.6666394730010827	11.075615880072144	9.355478598433878	16.103672076392243
prom_100	10.117951542493618	11.73647450529428	2.317521791744105	10.779698333719145	-3.21246001374356	15.48201062033421	12.240921083745894	12.793469731459044
prom_101	4.404646811836208	5.833840237997878	3.9103796962609385	0.8663168472510655	-1.3262729897941004	10.659355112658345	9.40196410634461	10.616616558518778
prom_102	10.857657715298355	11.129430234563907	2.461751678386997	8.739191411296824	0.01802401753081284	10.63789866318094	6.553213665814141	5.614421695583575
prom_103	15.208808676014536	13.285073268305855	5.035741994493327	9.024722284883394	-2.48619209336193	17.568870690446932	8.84342020355186	9.489572251360396
prom_104	6.130885729407147	7.358308371335547	1.5618570625993775	5.982970384457126	-3.468505729810054	10.679210951548093	5.133432318935563	9.86612510695368
prom_105	10.13793823940551	12.417518034845827	8.56420015253034	5.250397399256509	-0.6764899195402386	14.068547987125699	7.470186572341657	10.305250430959504
prom_106	10.224762930489668	8.883147214479788	4.733026509245564	3.561152692731841	-5.4633493695883555	12.442193397033897	8.062505830108405	9.779200874031673
prom_107	2.321014465872224	3.4043451056686433	1.7897752431164067	-0.06316580108775355	-3.7227894631992227	5.801594474736482	5.479655207484579	10.06453710818235
prom_108	10.461927147123744	6.66598306690386	2.1566109649805023	6.732841983823751	-2.4120747710402295	10.576825777669354	9.030936652470285	10.425161154203357
prom_109	4.383903749118838	8.417564224154706	-1.2351045713867284	4.079159707277793	-4.173072442099472	9.681751243413593	6.407730801568339	9.245749945423892
prom_110	3.6213640701130765	8.448030769093556	1.352154071810515	2.4503693922892036	-5.565247974034582	11.10561083869424	4.953113789340705	7.377289478574243
prom_111	11.58772982084389	9.86957711063014	2.2690074516861953	4.060106149351528	-0.26632670914020495	12.231653607488175	6.36581248288347	8.921517480343095
prom_112	18.077856004512235	14.637510143109143	8.453040219116353	13.04141784696791	3.3298659214162343	15.53656928029026	15.327305018605568	13.096407376173374
prom_113	9.615966469050175	11.939541074879163	-4.635909752614455	6.180353522322298	5.004161760777853	12.770314471457095	6.927648797741272	6.734360676451414
prom_114	10.754701502860504	5.07254912216787	0.5525375503772372	2.285975986540218	-1.5868113193212399	17.419006371971626	7.524967616350818	11.200106539502265
prom_115	7.629956107468074	6.639536567368767	-3.7740054449363933	5.4027057845298	-1.591153693924384	9.575918498407969	7.6914124308813605	6.428843094003985
prom_116	6.541274206784774	5.291619970933887	-1.3550835237011194	5.870722858768809	-0.5329354321554276	9.350703743975467	6.820785207635311	10.877835163182699
prom_117	12.907079357716764	9.857412427460659	3.326448648202603	10.505485958186258	-1.1808596313740716	14.51531225110935	5.616840747902777	16.823599971201766
prom_118	6.218432243298023	5.732921551089571	-4.256578178873357	8.188811426839571	-7.437838819266699	8.067571449045909	0.0201464251159722	7.403942591263553
prom_119	7.7451626163741505	14.458398015901476	5.248563975082978	7.2722330779171465	-1.3291054077498505	14.537342247808393	7.214479384599453	4.333547498337991
prom_120	8.936540934515868	14.059776024646213	4.553948318346837	9.754583970124521	1.9384850512666634	13.386774824787798	12.178392220988162	14.09338871033636
prom_121	8.197847666899513	9.740628070359804	-2.2918168916299706	6.525557010673609	-2.900759531287197	10.471087385522532	6.901063433089856	14.502755268769786
prom_122	7.026177449859491	7.4164831726421685	2.219066377875709	7.938821554596883	3.205871610129832	13.087011640493115	6.025110269139262	12.668332109704034
prom_123	3.24925813512123	3.3709673784467524	-5.191967476588019	-0.7912066108943734	-4.055631741175639	6.113765825894794	1.5870702169709485	4.551929136402527
prom_124	9.526176451848478	10.917627652047775	-0.0036746450310456424	7.5325707952475565	-0.046088012326613415	15.084216284215906	10.549207413183375	12.975807726850691
prom_125	1.0571793881158418	7.670320089459761	-2.2668041421886693	3.268638795606354	-3.374514455845623	8.921182392222404	1.9167696474979923	11.86726073686368
prom_126	5.452448937517554	6.007851032634331	0.9697691974210605	5.663481990337853	-2.633787436271817	9.19214249613345	1.8939447559562577	10.442941064021463
prom_127	12.031733019512078	14.827774813130151	4.035772938570583	9.193612251184602	3.825935173787178	12.54458721994896	11.15488090095234	12.480359555545714
prom_128	4.525011944083759	7.301109581369197	2.622744372078667	1.6340838470473407	-7.340581202654328	10.520608874965637	6.174198279931871	12.711263729078434
prom_129	9.702986069647825	9.741333984322607	-2.8126768638146333	2.9766256040574617	-1.535837803597892	12.661419537745626	11.374754876363065	10.664084032811425
prom_130	7.784386510783351	8.209842105431184	-2.962592656623291	8.140545074905834	-5.353064671539007	12.006574485555786	10.56045208657844	12.165469057808048
prom_131	8.033764561788718	9.062143224532933	4.457700624197045	6.539631103423696	-0.5991438030201459	15.374163758765077	4.984563357486144	7.66130494068217
prom_132	1.5803516619987856	6.524064375673153	1.6144606439900155	4.1744010820062645	-6.331061201279049	12.234412643740917	3.7245369812862474	8.427363013770993
prom_133	14.696366344547851	15.033685668483411	2.7991680937220096	5.974200578147356	0.4880370624297621	14.948818156395312	12.52250686052087	13.038863502820552
prom_134	8.140248736610394	9.732699037232274	2.7262728847949678	7.533637272051209	0.20070014822977156	12.449037647426481	10.27353801912915	9.5053777302406
prom_135	8.518252112955677	9.881145172722727	2.991926263618492	1.030060262867085	1.816197599623585	14.181120090436993	5.202655261018894	9.741907709972295
prom_136	6.900549383247691	13.192107808554592	1.588069605081456	9.655789577564363	-1.3979423987212252	11.965694318859256	8.653684867749497	9.915981037775431
prom_137	6.265564838542103	12.235773740198308	1.586898204718604	9.010281321843667	-3.3283011542690266	15.64578033669324	7.286400451387894	10.592643790718414
prom_138	6.379635038119881	9.770573721755703	6.408681083583287	7.704733347007214	-0.16344731908114707	9.532816516462571	6.524790267575428	12.51445560375459
prom_139	5.57177426495275	5.80329118670087	-4.3535690744535165	4.604817564627205	-7.487500350333963	11.297762529039902	2.767402398642766	10.962604418954161
prom_140	10.933115082938249	14.108515205397412	5.063656566323084	5.505778033087164	1.7584263510329523	18.564576101895128	12.38904358839845	12.532647754815486
prom_141	2.200913537209318	8.976302310943163	4.139544648699552	5.167812981110955	-6.605675150335435	11.313765766105842	9.12482922139886	8.208981786917196
prom_142	6.147342292545092	4.666538864636115	0.13764131669482899	5.909721449900033	2.194862724582301	9.905976074978023	4.94311167641873	9.535848724063737
prom_143	10.1452155005675	10.202554425526126	6.085142135663689	13.027030503186161	-2.2705213357711305	11.410237856944343	7.860533511268705	13.038069394405213
prom_144	3.576316605825145	8.454716377834586	-1.9119648449110078	2.1434857665972684	-7.7135504675125315	9.990639566000928	2.654678217050579	6.310751766226983
prom_145	9.088891626548794	6.897464920595747	2.8504763100371338	8.384956111853024	-2.800268091370096	13.06871043934788	4.451234357103774	5.418411173948819
prom_146	4.800503881089469	8.761031007394642	-1.9537962768911787	1.5689150248704076	-5.402580396537845	11.558771545532961	3.114290621356874	7.963063615466188
prom_147	2.6755351405318346	6.946410577642199	-0.6536662751354747	0.15090027736202805	-4.329671056267411	8.750982281860393	6.213459609489189	6.983842994239073
prom_148	7.929699670591312	6.195497144747698	-1.162825680514295	4.851445688809023	-5.83255934502121	11.794162228451812	3.558690653373458	7.32960496983026
prom_149	9.37692387834697	9.484081331189607	2.4057816610464853	6.644234856990107	-4.737395295766287	14.21972875137845	7.3931128526392484	13.421864243274046
prom_150	8.329632801699834	12.239887184452572	1.0721654476865445	9.149211898868595	-0.16777450907304697	16.021077954406977	8.154963166573166	12.781783601891497
prom_151	6.324832682002599	7.350038951150813	-1.1679461253089094	2.354416171892744	-0.7119051602646436	11.457464905713207	8.088769710057399	8.119026284227287
prom_152	5.717579381205548	9.60982759515284	-0.998349378535295	3.7100051581879576	2.389790297171894	15.622035185022174	8.086601877245274	11.194189767066675
prom_153	7.458818517959281	10.968480941478552	0.2500188973066222	5.387114202657903	0.3831098335585601	12.16968356329859	7.9764955372386215	10.945259875098175
prom_154	7.659350030670432	7.928639685305667	-1.3994271226467951	5.1476930067916795	-1.5710411195188405	8.761896868595574	4.56677551245058	9.606016454757638
prom_155	0.8520460829701175	6.659785464040263	0.652884788226314	-1.45124176318936	-2.8045058463714136	6.148603058062522	5.062938902629295	9.83170160388075
prom_156	8.554393006715998	9.156670286684395	5.818867662681104	8.298403173412392	-1.6354772215799316	12.278086466333749	11.04019952650446	9.464352702308934
prom_157	8.864463813775622	8.773867093122583	2.1802045249531705	3.341532933343715	-4.210324972804808	15.931387733313274	2.1833937302912574	9.974554024090317
prom_158	4.3916458434336265	3.548211939991142	3.4336828484458644	6.920011434874516	-3.949061258838909	13.266554162021643	7.906489948510079	9.11660240721089
prom_159	8.786536156427665	8.874293343075236	3.7710606075876147	3.8028431833036995	0.36246267389553777	12.34392842108301	10.34996157233867	10.945218247822966
prom_160	9.704843643075879	9.414979044900916	-3.21027687261367	3.2216243500887076	0.9969329884626741	10.450190839706368	4.583013249623177	6.897095562787595
prom_161	11.121965668442476	12.531732523850469	6.771014766600732	9.370050742912271	-4.481184591765787	12.619992334891123	11.357853639219858	11.871914431024464
prom_162	4.285718086643562	7.310527734185234	-1.4934840990152778	4.46621620694699	-5.731153131994709	8.907550946588165	3.0799749656407918	9.442584193868573
prom_163	11.830274180855882	9.659248226787899	3.34931436841252	5.454756884205142	-0.07523558137648623	12.198750878890868	9.745152974097651	13.895845197413955
prom_164	4.037243469111966	9.740281938253984	1.5493386921698091	8.85473831103821	-3.246030800109677	10.859749709663655	6.315717332357571	8.882446078804064
prom_165	7.2172783414345245	7.601714442229493	4.270474644507241	8.808716703995934	1.157515115690624	13.537075299233669	9.348019369345034	7.912323984573227
prom_166	1.5135210633929286	3.514509736678032	-4.802244102318987	4.412548888589073	-9.141152086040066	8.244194569779085	3.3758740164054855	5.7303046255093335
prom_167	4.0892075528973475	9.500084599458999	4.1025296329979435	6.573707034043548	-4.438290153027415	10.342360463828213	4.281772398830171	10.023035050152961
prom_168	10.254041049497543	10.966949827464319	3.3756089032781436	4.77890462337051	-0.27972692948503974	13.240052732653325	7.699031867486053	10.035995627241174
prom_169	6.813793562394181	5.514879635578179	1.060821425992684	3.147188604527599	-1.6694560744229898	9.187071346185487	7.70657499572173	8.572046181840843
prom_170	7.637550895060372	8.756037231570552	-1.8647681005693602	6.885154448112105	-1.2866357793150824	10.713429910003693	4.600340716706358	7.139699386834432
prom_171	2.934552060913421	3.8810274749888807	-2.4003310438661	-0.45319245006721703	-6.254017955396115	5.081364406640982	2.6398046451591486	5.416136927825486
prom_172	4.516275682069659	3.8564850076344124	1.2469455506141214	3.6817254118840252	-3.185431392196957	9.207978140578637	4.196739402946931	7.115061875737563
prom_173	2.3538872945655847	5.539352438105641	-0.21041707702950152	0.6526797824008473	-4.776132767533812	9.063863634917377	1.5557940438729667	2.384627933593668
prom_174	8.809951657764497	9.776869365754218	5.7474208339973885	3.9968804665286415	-2.1898179949007863	15.675029169423512	10.792894932138978	15.001025894877678
prom_175	3.74290164796811	2.369601949147457	-6.006756249276178	0.5762959910644038	-7.079408438850093	9.525326046159202	4.695115579910225	2.3480235600261254
prom_176	14.218640162870678	14.071273676360958	4.854407214611943	2.2492215882999433	-1.413045599160205	15.695150487952315	10.855818857920429	9.576881018856149
prom_177	11.552921149493287	13.636507664035358	3.654751832342748	5.568517856935227	1.851438638646	15.131566479385311	12.604866680702335	14.24588210010533
prom_178	6.113411002981098	8.472849935404279	6.090929828229327	9.980169397000267	-0.7579737346441476	13.316663782333892	8.132143342489977	9.39531357092419
prom_179	5.081750049245388	8.637466104803528	-0.5042907652740292	4.642197578592967	-0.8225873659794587	10.577219397128136	5.247498356837372	5.666904663581313
prom_180	5.492557800982703	4.794381940802859	4.731915956854578	6.831633812855673	-0.7698560127659592	13.037769570272566	9.44645167262392	7.127875619109623
prom_181	8.445266051703964	14.711881382241344	7.8360484637603935	11.102644460344175	1.1129633028592063	17.8159000731645	11.105894510601985	11.858495764503182
prom_182	3.404085903701495	8.069709510261843	-3.1952071186913953	3.7546339887498017	-2.279486095083191	6.439688293313837	4.154230292583687	10.694929384594724
prom_183	7.9090377439478035	7.6559789787763	-0.4785830156996186	2.1567591654592753	-4.761986869257525	12.506962203069007	5.099054474513592	12.17275080408702
prom_184	8.137205240392124	4.458235117847623	-5.075537569788132	2.423521464772458	-8.065797120478871	9.448807333625831	6.325539545562409	13.639516742644824
prom_185	9.773806409519782	14.77584181395472	7.651978286889814	12.309074569646425	-0.798135096025649	19.244284515541963	10.368765268626692	10.476254512753975
prom_186	5.0804968856550925	5.959220413023278	-2.261803824677786	5.857148228877594	-4.562735260571379	9.809234377357049	7.804730127275955	9.76409471064171
prom_187	5.865142241086108	4.06882868620535	1.1616102382782294	9.686096895470218	1.6383401326169744	11.745063939729343	11.761515298491998	11.078306835477294
prom_188	9.059641782424368	13.432239182423956	4.259889370385687	6.701124292440496	-2.089226509618258	14.18883361876988	10.872039385713899	11.822422022000943
prom_189	2.208908642336722	9.247268025826745	-0.23239679266747082	-1.0692024032302458	-8.218378786031291	9.424734945681095	0.5763153634361406	3.3702046844616613
prom_190	3.172875145853857	2.9248222973777587	1.5155526813156985	1.9915962074776536	-6.828529411860442	6.6729441306597606	7.379187726416798	4.676946207814874
prom_191	9.697018665987988	7.911178400784227	0.7479023617889842	7.805505829957933	1.2051716343031318	11.786653038501914	9.872711700548304	6.707744794153761
prom_192	12.348508669159468	11.226340865288762	1.5761047938708872	5.522885606922839	4.587888512079566	13.198098997034432	10.324504188529064	16.48042593119049
prom_193	7.619884200839965	3.356784944719039	-5.587286874775707	2.624564084508851	-4.375522382188679	13.132925421540703	4.810790244774468	5.921833444829687
